Trained Model,Test Dataset,mAP50,mAP50-95,Precision,Recall,FPS,Predictions,Ground Truth,Pole AP50,Pole Precision,Pole Recall,Pole F1,Trunk AP50,Trunk Precision,Trunk Recall,Trunk F1,Vine Row AP50,Vine Row Precision,Vine Row Recall,Vine Row F1
Aug+Jul 4x4 (v23),Test: July Dataset (v14),0.3520431567222842,0.14476215929992403,0.3520431567222842,0.44238006848704475,19.776878514421668,711,1287,0.6161975274853322,0.6161975274853322,0.6558265582655827,0.6353947353503193,0.05508503423871799,0.05508503423871799,0.062193126022913256,0.05842367357643316,0.38484690844280245,0.38484690844280245,0.6091205211726385,0.47168175225430325
Aug+Jul 4x4 (v23),Test: March Dataset (v10),0.014306988140128093,0.005410751085074981,0.014306988140128093,0.04375093608461636,20.70442369133548,576,2118,0.042722944618404084,0.042722944618404084,0.12478031634446397,0.06365228371086153,0.0,0.0,0.0,0.0,0.00019801980198019803,0.00019801980198019803,0.006472491909385114,0.0003842828321644731
Aug+Jul 6x6 (v24),Test: August Dataset (v6),0.3543811372107717,0.11162104412714212,0.3543811372107717,0.5210184040546956,19.823645941504296,1228,1401,0.5749958712365324,0.5749958712365324,0.6714975845410628,0.6195112166321819,0.24880650047464237,0.24880650047464237,0.29329173166926675,0.2692238603552804,0.23934103992114025,0.23934103992114025,0.5982658959537572,0.3419016141201374
Aug+Jul 6x6 (v24),Test: July Dataset (v14),0.3238312410493211,0.12900590584379057,0.3238312410493211,0.45994759422831955,19.659944088875665,960,1287,0.6848692864314301,0.6848692864314301,0.7181571815718157,0.7011183433890266,0.0726539927704193,0.0726539927704193,0.09165302782324058,0.08105506869757835,0.21397044394611386,0.21397044394611386,0.5700325732899023,0.3111470749196574
Aug+Jul 6x6 (v24),Test: March Dataset (v10),0.016228983930092093,0.007172358561932204,0.016228983930092093,0.041656710304034165,20.72477307231245,707,2118,0.037670740279015257,0.037670740279015257,0.09666080843585237,0.05421338836010351,0.009900990099009901,0.009900990099009901,0.0024193548387096775,0.003888528839922229,0.0011152214122511152,0.0011152214122511152,0.025889967637540454,0.0021383332083799193
Mar+Jul Full Res (v25),Test: August Dataset (v6),0.2287570942657897,0.07860293698733603,0.2287570942657897,0.3212856837972941,19.87345904262347,664,1401,0.4418018159237912,0.4418018159237912,0.5,0.4691027437555301,0.01511182832454261,0.01511182832454261,0.0390015600624025,0.021783329324635434,0.22935763854903532,0.22935763854903532,0.42485549132947975,0.29789635140467013
Mar+Jul Full Res (v25),Test: July Dataset (v14),0.4237887232088992,0.1923431438756632,0.4237887232088992,0.5214087498443698,20.713378682946892,869,1287,0.7246260263304283,0.7246260263304283,0.7669376693766937,0.7451817142010636,0.1253893580974699,0.1253893580974699,0.1783960720130933,0.14726821459930162,0.4213507851987994,0.4213507851987994,0.6188925081433225,0.5013651055072543
Mar+Jul Full Res (v25),Test: March Dataset (v10),0.31891988407217836,0.09647424085941703,0.31891988407217836,0.45090944461904775,19.97518964356246,1228,2118,0.6190053034070113,0.6190053034070113,0.7416520210896309,0.6748011068941893,0.13436754314042362,0.13436754314042362,0.1774193548387097,0.1529211327977735,0.20338680566910006,0.20338680566910006,0.4336569579288026,0.2769043775930902
Mar+Jul 2x2 (v26),Test: August Dataset (v6),0.26421849366420846,0.08842613316866156,0.26421849366420846,0.3650082430651949,20.09694233987522,774,1401,0.46928539805941777,0.46928539805941777,0.5410628019323671,0.5026244860574589,0.02906954653206076,0.02906954653206076,0.0655226209048362,0.0402721055856207,0.2943005364011469,0.2943005364011469,0.4884393063583815,0.3672943218372435
Mar+Jul 2x2 (v26),Test: July Dataset (v14),0.4414506595675969,0.20147469274849453,0.4414506595675969,0.5648298005305995,20.072953430299364,1057,1287,0.7428550366894421,0.7428550366894421,0.7859078590785907,0.7637752238839434,0.19059418888731475,0.19059418888731475,0.2896890343698854,0.22991869739206022,0.3909027531260342,0.3909027531260342,0.6188925081433225,0.4791600725441883
Mar+Jul 2x2 (v26),Test: March Dataset (v10),0.332265431009439,0.09778543245861351,0.332265431009439,0.48389846240858475,19.738704823738413,1499,2118,0.6061498813193354,0.6061498813193354,0.7381370826010545,0.6656639795288923,0.18074230435094948,0.18074230435094948,0.26048387096774195,0.21340735304726435,0.20990410735803222,0.20990410735803222,0.45307443365695793,0.2868937037325902
Mar+Jul 4x4 (v27),Test: August Dataset (v6),0.24381695353753297,0.07745527058252244,0.24381695353753297,0.3211366521176722,19.762167956240383,606,1401,0.37943256360368666,0.37943256360368666,0.4420289855072464,0.40834581080435167,0.007013201320132012,0.007013201320132012,0.015600624024960999,0.009676409482881293,0.34500509568878024,0.34500509568878024,0.5057803468208093,0.4102016518705324
Mar+Jul 4x4 (v27),Test: July Dataset (v14),0.39927949803737267,0.1715212329640331,0.39927949803737267,0.49420552563782066,19.89353734101616,799,1287,0.686776273324153,0.686776273324153,0.7181571815718157,0.7021162619511965,0.10042588864893996,0.10042588864893996,0.1260229132569558,0.11177769939553435,0.4106363321390249,0.4106363321390249,0.6384364820846905,0.4998036585305941
Mar+Jul 4x4 (v27),Test: March Dataset (v10),0.2802660555302249,0.07725089776619118,0.2802660555302249,0.42861734285841663,19.47541513182082,1158,2118,0.5349307325383358,0.5349307325383358,0.6818980667838312,0.5995391177203293,0.09402223645797252,0.09402223645797252,0.1282258064516129,0.10849208781660587,0.21184519759436635,0.21184519759436635,0.47572815533980584,0.29314901352441813
Mar+Jul 6x6 (v28),Test: August Dataset (v6),0.04626881948875302,0.012512364754343861,0.04626881948875302,0.08895776902813847,21.150734707476744,313,1401,0.10952439781793306,0.10952439781793306,0.17149758454106281,0.13367758291659276,0.0,0.0,0.0,0.0,0.029282060648326023,0.029282060648326023,0.0953757225433526,0.04480743392649704
Mar+Jul 6x6 (v28),Test: July Dataset (v14),0.1364581466151605,0.055173923184409224,0.1364581466151605,0.2005115596274323,20.949292631571993,436,1287,0.30957128285102187,0.30957128285102187,0.3685636856368564,0.33650154696879303,0.019801980198019802,0.019801980198019802,0.014729950900163666,0.01689347724073205,0.08000117679643967,0.08000117679643967,0.2182410423452769,0.11708295534514834
Mar+Jul 6x6 (v28),Test: March Dataset (v10),0.15035178705943095,0.04041282235973697,0.15035178705943095,0.2198850731190257,20.653705573249066,805,2118,0.4064644389839013,0.4064644389839013,0.5448154657293497,0.465579292761756,0.019094766619519095,0.019094766619519095,0.014516129032258065,0.016493585827733658,0.02549615557487253,0.02549615557487253,0.10032362459546926,0.0406592149033834
