Trained Model,Test Dataset,mAP50,mAP50-95,Precision,Recall,FPS,Predictions,Ground Truth
vineyard_object_detection_paper-50,Test: Dataset (v67_aug),0.2420440620032908,0.06670620370056601,0.2420440620032908,0.3319935691318328,20.724847681680714,769,1244
vineyard_object_detection_paper-50,Test: Dataset (v68),0.2919181894096356,0.14057653627508543,0.2919181894096356,0.32272727272727275,32.130545457679304,220,440
vineyard_object_detection_paper-50,Test: Dataset (v68_aug),0.20568198236670004,0.08538989021411644,0.20568198236670004,0.2526690391459075,33.40248446928793,654,1405
vineyard_object_detection_paper-50,Test: Dataset (v69),0.21832490744594932,0.10535052609522375,0.21832490744594932,0.25096525096525096,50.81819609017958,214,518
vineyard_object_detection_paper-50,Test: Dataset (v69_aug),0.1532354947567395,0.06128937825330534,0.1532354947567395,0.18447168709865733,52.06153519399088,596,1713
vineyard_object_detection_paper-54,Test: Dataset (v58),0.5730026036128004,0.29510673709727614,0.5730026036128004,0.6761006289308176,7.364903638851995,362,318
vineyard_object_detection_paper-54,Test: Dataset (v58_aug),0.3886272485830466,0.142125276145181,0.3886272485830466,0.5071428571428571,7.1802315397059475,938,980
vineyard_object_detection_paper-54,Test: Dataset (v59),0.6810415422677668,0.2989615109046364,0.6810415422677668,0.7303182579564489,8.683450355139225,578,597
vineyard_object_detection_paper-54,Test: Dataset (v59_aug),0.46790878194607377,0.17708687470827145,0.46790878194607377,0.5581005586592179,8.826215963304762,1534,1790
vineyard_object_detection_paper-54,Test: Dataset (v60),0.3790559006564728,0.15275331133743053,0.3790559006564728,0.4271604938271605,7.204525089477472,234,405
vineyard_object_detection_paper-54,Test: Dataset (v60_aug),0.33040127396276686,0.12274142369155701,0.33040127396276686,0.36076475477971737,8.309377531280736,572,1203
vineyard_object_detection_paper-54,Test: Dataset (v61),0.5678205498035258,0.2884685729115814,0.5678205498035258,0.6595744680851063,26.192074849615604,369,329
vineyard_object_detection_paper-54,Test: Dataset (v61_aug),0.39508598560905206,0.1468013585158531,0.39508598560905206,0.5055658627087198,25.620906604968496,991,1078
vineyard_object_detection_paper-54,Test: Dataset (v62),0.0039603960396039604,0.0021782178217821784,0.0039603960396039604,0.007874015748031496,18.438137477424878,24,381
vineyard_object_detection_paper-54,Test: Dataset (v62_aug),0.0018959342742784916,0.0006247703220378724,0.0018959342742784916,0.007623007623007623,18.296889075881417,67,1443
vineyard_object_detection_paper-54,Test: Dataset (v63),0.010608203677510608,0.003972342935651031,0.010608203677510608,0.01580135440180587,38.42453190652867,30,443
vineyard_object_detection_paper-54,Test: Dataset (v63_aug),0.0013201320132013201,0.0006303630363036305,0.0013201320132013201,0.00487012987012987,38.1662446959643,75,1848
vineyard_object_detection_paper-54,Test: Dataset (v64),0.5508680620123241,0.22701831694047517,0.5508680620123241,0.6129568106312292,21.40096751980107,561,602
vineyard_object_detection_paper-54,Test: Dataset (v64_aug),0.3688910045127909,0.12441362416274061,0.3688910045127909,0.4711792702273929,21.531350747015694,1596,1891
vineyard_object_detection_paper-54,Test: Dataset (v65),0.4152121530425621,0.1716807979760033,0.4152121530425621,0.47313432835820896,45.25794543927998,503,670
vineyard_object_detection_paper-54,Test: Dataset (v65_aug),0.30850236709529905,0.10585960730126687,0.30850236709529905,0.3834355828220859,45.40371876765079,1495,2282
