Dataset,Model,Backbone,ModelPath,TrainedImageSize,TestedImageCount,Conf,Sampling,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,Agglomerative,dist_thresh:0.75,32,8,18,50,40,0.6552041060630138
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,Agglomerative,dist_thresh:2.0,32,8,2,34,40,0.6616737517657846
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,KMeans,k:38,32,8,6,38,40,0.6679693634532093
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,KMeans,k:42,32,8,10,42,40,0.6793312946682702
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,KMeans,k:40,32,8,8,40,40,0.683533833363351
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,Agglomerative,dist_thresh:0.5,32,8,28,60,40,0.6937250268616235
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:0.5, min_s:1",32,8,26,58,40,0.715805808119651
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,Agglomerative,dist_thresh:1.25,32,8,7,39,40,0.7917348223130607
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,all_pixels,Agglomerative,dist_thresh:1.25,32,8,7,39,40,0.7939346011069192
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,Agglomerative,dist_thresh:1.75,32,8,4,36,40,0.8584218439527557
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:1.0, min_s:1",32,8,14,46,40,0.8751014682362837
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,grid_sample,KMeans,k:42,32,8,10,42,40,0.945362714607062
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:0.75,32,8,55,87,40,0.9468242092351792
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,DBSCAN,"eps:0.75, min_s:1",32,8,50,82,40,0.9475562275993941
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:1.0,32,8,34,66,40,1.0015572801281842
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:1.25,32,8,25,57,40,1.0307939451001555
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:0.5,32,8,78,110,40,1.2979186423701972
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,DBSCAN,"eps:0.5, min_s:1",32,8,75,107,40,1.3039792758181659
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,Agglomerative,dist_thresh:2.0,31,9,0,31,40,0.3731476681146987
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,Agglomerative,dist_thresh:2.0,31,9,0,31,40,0.3792024320083387
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,all_pixels,DBSCAN,"eps:0.75, min_s:3",31,9,0,31,40,0.4119937612926683
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,all_pixels,DBSCAN,"eps:0.75, min_s:5",31,9,0,31,40,0.4119937612926683
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.0, min_s:1",31,9,3,34,40,0.7200543010627214
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.0, min_s:1",31,9,4,35,40,0.7288772657498909
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,all_pixels,KMeans,k:40,31,9,9,40,40,0.9413761884283991
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,DBSCAN,"eps:1.0, min_s:1",31,9,21,52,40,1.0309206779810014
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:1.5,31,9,19,50,40,1.0444209251476348
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:0.75,31,9,62,93,40,1.3059057752879193
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.25, min_s:1",30,10,0,30,40,0.42193201950929654
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.25, min_s:1",30,10,0,30,40,0.4249103858491706
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.0, min_s:5",30,10,0,30,40,0.46755330184758026
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.0, min_s:5",30,10,1,31,40,0.48134004717139706
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,Agglomerative,dist_thresh:1.25,30,10,5,35,40,0.638583842234229
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.0, min_s:3",30,10,2,32,40,0.7315111663575243
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.0, min_s:3",30,10,3,33,40,0.740449113389961
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,grid_sample,KMeans,k:38,30,10,8,38,40,0.8287183968768829
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,Agglomerative,dist_thresh:1.5,30,10,20,50,40,0.9202440635612007
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,Agglomerative,dist_thresh:1.0,30,10,20,50,40,0.9638267051990697
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,DBSCAN,"eps:0.5, min_s:1",30,10,74,104,40,1.025814526910629
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:0.5,30,10,76,106,40,1.0260172743589129
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:0.75,30,10,59,89,40,1.049745072291114
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,DBSCAN,"eps:0.75, min_s:1",30,10,52,82,40,1.3112002432511214
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,Agglomerative,dist_thresh:1.25,29,11,8,37,40,0.7117311180264473
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,DBSCAN,"eps:0.75, min_s:1",29,11,53,82,40,0.9804043087026086
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,Agglomerative,dist_thresh:1.75,29,11,14,43,40,1.12462537298733
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:1.25, min_s:1",29,11,11,40,40,1.2134363113598106
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.5, min_s:1",28,12,0,28,40,0.387711529192859
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.5, min_s:1",28,12,0,28,40,0.39567040558966043
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.25, min_s:3",28,12,0,28,40,0.4249211304496948
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.25, min_s:3",28,12,0,28,40,0.427833088425204
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:1.5, min_s:1",28,12,5,33,40,0.9003359444638049
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,KMeans,k:38,28,12,10,38,40,0.9324616251865713
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,KMeans,k:42,28,12,14,42,40,0.958227862847859
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,KMeans,k:40,28,12,12,40,40,0.9600279813493415
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:1.0,28,12,43,71,40,0.9883766360716445
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:1.25,28,12,33,61,40,1.0525876021034233
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,DBSCAN,"eps:1.5, min_s:1",28,12,4,32,40,1.05806817409433
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,DBSCAN,"eps:1.25, min_s:1",28,12,14,42,40,1.1093343032975387
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:1.0,28,12,40,68,40,1.2776216820402724
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:0.5, min_s:3",28,12,15,43,40,1.4207506206624654
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:0.5, min_s:3",28,12,15,43,40,1.4272317412950635
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,KMeans,k:38,28,12,10,38,40,1.5361691471798942
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,KMeans,k:38,28,12,10,38,40,1.5381446554948983
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,KMeans,k:42,28,12,14,42,40,1.5831567853974458
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,KMeans,k:42,28,12,14,42,40,1.5861282502632315
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.25, min_s:5",27,13,0,27,40,0.42490924030403815
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.25, min_s:5",27,13,0,27,40,0.427557959346164
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:1.75, min_s:1",27,13,1,28,40,0.7702033510480877
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,Agglomerative,dist_thresh:1.5,27,13,12,39,40,0.9596471476511937
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:1.75,27,13,15,42,40,0.9629732057311725
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,Agglomerative,dist_thresh:2.0,27,13,14,41,40,0.994243555949997
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:1.5,27,13,22,49,40,1.023005376775243
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,DBSCAN,"eps:1.0, min_s:1",27,13,28,55,40,1.0559762771769554
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,Agglomerative,dist_thresh:2.0,27,13,11,38,40,1.0623745842880534
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,KMeans,k:42,27,13,15,42,40,1.138583358409773
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,Agglomerative,dist_thresh:1.0,27,13,16,43,40,1.156380314478667
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,Agglomerative,dist_thresh:1.0,27,13,16,43,40,1.1568000290776639
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:0.75, min_s:1",27,13,15,42,40,1.187587522463824
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:0.75, min_s:1",27,13,15,42,40,1.1902052335540672
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,DBSCAN,"eps:1.0, min_s:1",27,13,27,54,40,1.2684633933067957
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:1.25,27,13,33,60,40,1.371248418297856
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:1.5,27,13,25,52,40,1.4932608797245956
