Dataset,Model,Backbone,ModelPath,TrainedImageSize,TestedImageCount,Conf,Sampling,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.5, min_s:1",23,17,0,23,40,1.3143320436001862
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.5, min_s:3",23,17,0,23,40,1.3143320436001862
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:1.0,23,17,21,44,40,1.414929791979761
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,KMeans,k:38,23,17,15,38,40,1.47077836292355
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:1.5,23,17,19,42,40,1.4785107100851538
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:1.25,23,17,14,37,40,1.4806418331327162
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:1.5,23,17,14,37,40,1.4806418331327162
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:1.25, min_s:1",23,17,9,32,40,1.490947808179656
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,KMeans,k:42,23,17,19,42,40,1.5165621035025407
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,KMeans,k:42,23,17,19,42,40,1.5337203009724776
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:1.75,23,17,10,33,40,1.5376248140225819
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.25, min_s:3",22,18,0,22,40,1.0843728395732941
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.5, min_s:5",22,18,0,22,40,1.2711937734306515
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.5, min_s:5",22,18,0,22,40,1.27763772891264
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:1.75, min_s:1",22,18,2,24,40,1.4134734318347855
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,KMeans,k:40,22,18,18,40,40,1.4368084314914211
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,DBSCAN,"eps:1.25, min_s:1",22,18,13,35,40,1.4519815322756926
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,KMeans,k:42,22,18,20,42,40,1.4520758233971145
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:1.25, min_s:1",22,18,6,28,40,1.5295147203933859
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:1.0,22,18,26,48,40,1.544095306062475
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:1.75,22,18,9,31,40,1.5441804499520215
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.25, min_s:3",21,19,0,21,40,1.0885176568896717
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:1.75,21,19,16,37,40,1.368539124497924
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,DBSCAN,"eps:1.25, min_s:1",21,19,14,35,40,1.4236764026567028
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:1.0, min_s:1",21,19,15,36,40,1.449645099524254
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:2.0,21,19,12,33,40,1.4997241396382572
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,KMeans,k:40,21,19,19,40,40,1.5011120065399672
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:1.25,21,19,22,43,40,1.5209624583445733
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:2.0,21,19,8,29,40,1.5541025805792272
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,KMeans,k:42,21,19,21,42,40,1.5555999365338768
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,KMeans,k:40,21,19,19,40,40,1.6209489261790926
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:3",20,20,7,27,40,0.9105629924744176
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:5",20,20,4,24,40,0.9363285177043074
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:1",20,20,9,29,40,0.9416770697972674
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:5",20,20,4,24,40,0.949355752673693
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:5",20,20,1,21,40,1.104470416003353
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:1",20,20,2,22,40,1.106903778363546
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:3",20,20,2,22,40,1.106903778363546
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:5",20,20,1,21,40,1.1171410287221333
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:1",20,20,2,22,40,1.1171410287221333
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:3",20,20,2,22,40,1.1171410287221333
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,DBSCAN,"eps:1.5, min_s:1",20,20,7,27,40,1.381662563703442
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:1.0, min_s:1",20,20,21,41,40,1.393574851272794
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,KMeans,k:42,20,20,22,42,40,1.4101052270239876
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,KMeans,k:38,20,20,18,38,40,1.4440829401943451
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,DBSCAN,"eps:1.5, min_s:1",20,20,6,26,40,1.4465882377298542
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:1.5,20,20,22,42,40,1.4588699058735877
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,KMeans,k:38,20,20,18,38,40,1.5372804865364387
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,all_pixels,Agglomerative,dist_thresh:1.25,20,20,2,22,40,1.5406487526954467
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,grid_sample,Agglomerative,dist_thresh:1.25,20,20,2,22,40,1.5501422212455356
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,grid_sample,Agglomerative,dist_thresh:0.75,20,20,6,26,40,1.5595073661687768
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,all_pixels,DBSCAN,"eps:0.5, min_s:1",20,20,6,26,40,1.5734802873264357
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,all_pixels,Agglomerative,dist_thresh:1.0,20,20,6,26,40,1.5734802873264357
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,grid_sample,DBSCAN,"eps:0.5, min_s:1",20,20,5,25,40,1.5772442592820854
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.95,grid_sample,Agglomerative,dist_thresh:1.0,20,20,5,25,40,1.5772442592820854
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:1.75, min_s:1",20,20,1,21,40,1.7495427620812614
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:1.5, min_s:1",20,20,2,22,40,1.7505293439266496
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:1",19,21,9,28,40,0.9560462364888438
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:3",19,21,8,27,40,0.9937868511615672
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.25, min_s:5",19,21,0,19,40,1.1281278575365064
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.25, min_s:5",19,21,0,19,40,1.1342067294150224
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.75, min_s:1",19,21,0,19,40,1.3074206693082446
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.75, min_s:3",19,21,0,19,40,1.3074206693082446
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.75, min_s:5",19,21,0,19,40,1.3074206693082446
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.75, min_s:1",19,21,0,19,40,1.3158214718361263
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.75, min_s:3",19,21,0,19,40,1.3158214718361263
